Content ID,Content Type,Genre,Release Date,Time of Day,Day of the Week,Duration (mins),Viewership,Average Watch Time (mins),Peak Viewership Time,Peak Viewership Day,Viewer Age,Viewer Gender,Viewer Location,Likes,Shares,Comments,User Ratings,Seasonality,Content Popularity,Competitor Content,Promotion Data,Subscription Data
295,Series,Thriller,08-10-2024,10:03 PM,Sunday,970,89601,94,04:33 PM,Saturday,25-34,Male,Australia,2790,4,523,1,Summer,High,Similar Thriller H,Social Media,15058
296,Movie,Action,8/30/2024,01:33 PM,Friday,119,38373,25,09:54 PM,Sunday,35-44,Male,Canada,2356,175,968,1.5,Spring,Low,Similar History G,Online Ads,3478
297,Documentary,Romance,8/13/2024,07:56 AM,Monday,112,81206,82,06:28 PM,Friday,18-24,Female,Italy,1435,22,426,3.4,Winter,Medium,Similar Romance F,Online Ads,16131
298,Documentary,Thriller,09-11-2024,01:10 PM,Sunday,123,8508,66,02:36 AM,Saturday,18-24,Female,UK,1504,978,618,1.8,Summer,Medium,Similar Romance F,Online Ads,1925
299,Series,Nature,09-02-2024,03:32 AM,Monday,203,7930,66,11:21 PM,Saturday,18-24,Male,France,663,1817,1045,2.8,Fall,Low,Similar Movie A,Email Campaign,15383
300,Movie,Drama,09-07-2024,01:07 PM,Monday,161,5886,87,11:56 PM,Sunday,45-54,Female,India,77,784,310,5,Summer,High,Similar Sci-Fi E,Print Media,19151
301,Movie,Action,07-11-2024,07:34 AM,Tuesday,107,13766,70,07:15 AM,Tuesday,18-24,Female,Canada,2953,1710,55,4.7,Fall,High,Similar Action D,Email Campaign,17776
302,Documentary,Action,09-04-2024,10:33 AM,Thursday,63,60672,52,06:47 PM,Friday,18-24,Male,Australia,2198,1244,788,1.3,Winter,Low,Similar Movie A,Print Media,2993
303,Documentary,Thriller,08-06-2024,06:23 AM,Monday,69,24736,42,03:30 AM,Saturday,18-24,Male,France,1579,49,942,3.7,Spring,Low,Similar Movie A,Social Media,12267
304,Movie,Comedy,8/14/2024,12:29 AM,Sunday,116,37091,44,04:00 PM,Sunday,45-54,Female,Italy,258,166,520,1.8,Fall,Medium,Similar Action D,30% off,16
305,Documentary,Nature,07-12-2024,06:12 AM,Friday,82,691,32,05:41 PM,Friday,25-34,Female,Italy,1465,1723,41,4,Spring,Low,Similar History G,Print Media,6805
306,Documentary,Action,7/22/2024,08:33 AM,Thursday,50,40151,55,07:10 PM,Saturday,18-24,Female,Canada,2252,238,284,2,Winter,Low,Similar Romance F,Social Media,3468
307,Documentary,Action,7/28/2024,04:41 PM,Tuesday,73,15323,53,01:52 PM,Sunday,25-34,Male,Canada,1288,1026,1333,1.1,Summer,High,Similar Thriller H,Online Ads,11860
308,Series,History,09-09-2024,07:16 AM,Thursday,211,25837,91,01:25 AM,Friday,18-24,Male,Germany,255,1618,1491,2,Summer,High,Similar Series B,TV Ads,1489
309,Movie,Thriller,8/21/2024,12:16 PM,Monday,133,14591,34,12:56 PM,Saturday,18-24,Male,Italy,803,383,168,1.9,Fall,High,Similar Action D,Email Campaign,14523
310,Movie,History,09-08-2024,08:54 AM,Saturday,115,92607,73,06:57 AM,Saturday,18-24,Female,Germany,1853,198,13,3.4,Spring,Low,Similar Movie A,Email Campaign,809
311,Series,History,07-06-2024,12:34 PM,Friday,716,76403,99,03:59 AM,Sunday,18-24,Male,Canada,1695,71,81,1,Summer,Low,Similar Series B,30% off,18860
312,Movie,Romance,8/31/2024,02:46 PM,Monday,191,7430,86,05:04 AM,Tuesday,45-54,Male,UK,2559,1603,864,3.8,Summer,High,Similar Sci-Fi E,30% off,9132
313,Series,Sci-Fi,08-06-2024,05:40 AM,Tuesday,1181,55225,97,02:55 PM,Friday,35-44,Male,India,1028,772,838,2,Summer,High,Similar Series B,Social Media,6998
314,Movie,Romance,7/15/2024,02:12 AM,Tuesday,93,37546,49,06:13 PM,Saturday,25-34,Male,Australia,1112,1738,402,2,Fall,Medium,Similar Series B,30% off,4233
315,Series,Sci-Fi,08-01-2024,09:33 AM,Thursday,567,54517,45,09:07 PM,Sunday,18-24,Female,Australia,1646,662,726,1.2,Fall,Medium,Similar Movie A,Email Campaign,19880
316,Series,Comedy,9/14/2024,05:44 PM,Sunday,516,12024,73,12:09 AM,Friday,35-44,Male,Canada,2366,1822,166,4.3,Fall,Low,Similar History G,Social Media,19322
317,Documentary,History,08-12-2024,07:20 AM,Wednesday,68,27853,43,04:38 AM,Saturday,35-44,Female,USA,1169,1815,1044,1,Spring,Medium,Similar Sci-Fi E,Print Media,17368
318,Series,Action,7/22/2024,10:54 AM,Friday,1007,84802,124,06:39 PM,Saturday,35-44,Male,India,1211,119,114,4.5,Spring,Medium,Similar Sci-Fi E,Social Media,7092
319,Series,History,09-07-2024,03:01 PM,Friday,629,96910,44,05:46 PM,Sunday,25-34,Male,India,1150,728,27,3.7,Winter,Medium,Similar Movie A,Online Ads,13034
320,Movie,Nature,9/14/2024,02:52 AM,Thursday,154,74725,133,01:47 PM,Tuesday,45-54,Female,Canada,2424,1030,497,2.9,Winter,Medium,Similar Action D,Email Campaign,7889
321,Series,Fantasy,8/18/2024,06:31 PM,Saturday,868,38723,64,08:30 PM,Friday,18-24,Female,Canada,2138,790,1211,1,Spring,High,Similar Action D,TV Ads,4918
322,Movie,Fantasy,08-12-2024,09:20 AM,Wednesday,115,4536,70,02:16 AM,Saturday,45-54,Male,UK,760,1316,729,4.7,Winter,Low,Similar Series B,Social Media,4256
323,Series,Fantasy,8/16/2024,10:47 PM,Tuesday,753,8035,89,06:24 AM,Sunday,45-54,Female,Germany,785,119,375,2,Fall,Medium,Similar Thriller H,Social Media,6255
324,Movie,Drama,08-07-2024,06:51 AM,Sunday,96,61417,26,07:35 AM,Friday,18-24,Male,Australia,2088,1778,529,5,Winter,Low,Similar Series B,Social Media,12562
325,Movie,Drama,09-01-2024,03:10 AM,Tuesday,165,44243,116,11:13 AM,Saturday,35-44,Female,Germany,1594,987,1306,1.1,Fall,Low,Similar Movie A,30% off,6599
326,Documentary,Comedy,8/15/2024,02:39 PM,Wednesday,80,86984,33,03:58 AM,Sunday,18-24,Female,UK,2669,1520,1337,3.4,Fall,Low,Similar History G,Social Media,557
327,Series,History,8/13/2024,12:43 PM,Monday,244,26610,75,03:01 PM,Friday,35-44,Male,Germany,1073,1758,1198,2,Fall,Low,Similar History G,Email Campaign,11392
328,Series,History,07-06-2024,02:15 PM,Saturday,943,62236,85,02:03 AM,Saturday,45-54,Female,Italy,1946,1764,198,3.9,Fall,Low,Similar Thriller H,TV Ads,11539
329,Series,History,8/28/2024,02:14 PM,Friday,472,12145,57,12:32 PM,Saturday,25-34,Female,USA,830,182,1245,1,Fall,Low,Similar Thriller H,TV Ads,10363
330,Movie,Nature,08-12-2024,12:21 PM,Friday,198,23813,53,04:43 PM,Sunday,18-24,Female,Australia,1390,1363,948,3.8,Spring,High,Similar Thriller H,Print Media,7087
331,Movie,Comedy,09-01-2024,04:33 AM,Saturday,135,76716,49,07:23 PM,Tuesday,45-54,Female,Australia,2636,1744,954,1,Spring,Low,Similar Thriller H,Print Media,15741
332,Documentary,Drama,09-01-2024,06:09 AM,Sunday,121,37343,31,11:09 AM,Friday,45-54,Female,USA,553,839,909,3.8,Winter,Low,Similar Doc C,Online Ads,6221
333,Movie,Nature,07-10-2024,11:52 AM,Wednesday,91,68655,52,04:06 AM,Saturday,25-34,Male,UK,1953,615,844,4.7,Winter,High,Similar Sci-Fi E,Email Campaign,13975
334,Documentary,Nature,7/29/2024,12:49 PM,Monday,54,56606,35,08:38 AM,Sunday,18-24,Male,Australia,2972,550,526,2,Winter,Medium,Similar Action D,TV Ads,10807
335,Documentary,Thriller,7/27/2024,04:40 AM,Tuesday,114,44446,50,09:00 PM,Friday,35-44,Male,India,1830,1086,522,3,Summer,High,Similar Movie A,Print Media,7942
336,Documentary,Nature,8/29/2024,01:27 PM,Thursday,72,72326,24,10:58 AM,Saturday,25-34,Female,India,612,1612,156,2.6,Fall,Low,Similar Series B,TV Ads,8323
337,Series,Sci-Fi,08-11-2024,11:13 AM,Sunday,1082,65636,64,01:13 PM,Saturday,18-24,Male,USA,1318,325,583,1,Fall,High,Similar Sci-Fi E,30% off,1576
338,Movie,Thriller,9/14/2024,01:21 PM,Sunday,106,42210,55,05:31 AM,Sunday,35-44,Female,India,170,1483,156,3,Summer,High,Similar Doc C,30% off,1639
339,Documentary,Comedy,8/30/2024,03:05 PM,Wednesday,85,17504,49,05:38 PM,Tuesday,45-54,Male,France,748,1775,822,1.5,Summer,High,Similar Action D,TV Ads,19816
340,Movie,Thriller,8/25/2024,03:09 PM,Wednesday,162,86748,73,02:56 PM,Friday,25-34,Female,India,447,694,954,1.9,Fall,Medium,Similar Action D,Email Campaign,1557
341,Documentary,Nature,08-12-2024,11:56 AM,Wednesday,81,65115,44,04:20 AM,Saturday,18-24,Female,Canada,1653,1039,320,4,Winter,Medium,Similar History G,Online Ads,11264
342,Documentary,Action,07-07-2024,09:44 PM,Tuesday,94,56432,36,04:18 PM,Sunday,18-24,Male,UK,1904,947,193,2.4,Spring,High,Similar Doc C,TV Ads,7829
343,Movie,History,7/16/2024,10:26 AM,Saturday,160,95281,125,01:58 AM,Friday,25-34,Female,Australia,725,1273,1115,3.1,Summer,Medium,Similar Doc C,Print Media,11935
344,Documentary,Nature,09-03-2024,06:01 AM,Tuesday,102,40998,50,12:42 AM,Saturday,45-54,Female,India,673,1437,1247,3,Spring,High,Similar Sci-Fi E,Email Campaign,11305
345,Series,Comedy,9/13/2024,06:27 PM,Thursday,334,86906,82,03:11 AM,Sunday,25-34,Male,USA,2244,252,305,3.6,Summer,Medium,Similar Thriller H,Online Ads,5782
346,Series,Sci-Fi,08-06-2024,02:39 AM,Thursday,672,94042,45,11:38 PM,Friday,35-44,Male,Italy,1457,1209,926,4.1,Winter,High,Similar Action D,Social Media,139
347,Documentary,Drama,7/27/2024,12:41 PM,Monday,79,22638,32,01:59 AM,Saturday,25-34,Male,UK,1329,1092,749,2.2,Winter,Low,Similar Movie A,Email Campaign,895
348,Movie,Comedy,9/13/2024,01:24 AM,Saturday,161,3786,68,12:30 PM,Saturday,35-44,Male,UK,419,350,1286,3.6,Summer,Medium,Similar Doc C,Print Media,11649
349,Documentary,Thriller,7/20/2024,11:43 PM,Sunday,99,48695,27,07:02 AM,Sunday,35-44,Male,India,2287,1664,756,4.5,Fall,Medium,Similar History G,Email Campaign,12947
350,Movie,Drama,08-06-2024,08:50 PM,Sunday,107,6975,54,11:32 AM,Tuesday,25-34,Male,Canada,2367,83,1160,3.6,Spring,Medium,Similar Sci-Fi E,Print Media,4640
351,Documentary,Action,7/28/2024,06:48 AM,Sunday,110,78205,39,05:23 PM,Friday,25-34,Female,India,2797,160,636,4.8,Spring,Low,Similar Action D,Online Ads,7303
352,Documentary,Romance,08-01-2024,08:06 PM,Wednesday,99,41394,70,04:54 PM,Saturday,35-44,Female,Canada,1644,1790,1157,1,Fall,Medium,Similar History G,Online Ads,3685
353,Movie,Comedy,08-09-2024,11:27 AM,Saturday,150,59817,85,02:23 AM,Sunday,18-24,Female,Canada,286,1752,581,4.9,Summer,High,Similar History G,Email Campaign,3686
354,Documentary,Action,8/18/2024,11:22 PM,Tuesday,125,40635,74,03:00 AM,Friday,35-44,Male,Australia,1916,586,597,1.4,Spring,Low,Similar Series B,Print Media,8425
355,Movie,Romance,08-10-2024,12:45 AM,Sunday,192,95362,44,03:18 AM,Saturday,25-34,Male,Italy,455,399,562,2.9,Fall,Medium,Similar History G,Social Media,658
356,Series,Romance,8/27/2024,02:29 PM,Thursday,1156,54903,56,02:31 PM,Saturday,45-54,Male,Australia,320,1175,100,3.5,Winter,Medium,Similar Romance F,Email Campaign,17132
357,Documentary,History,09-09-2024,11:13 AM,Monday,50,21808,55,04:09 PM,Sunday,45-54,Female,Australia,317,1675,938,3,Fall,High,Similar Doc C,Print Media,13590
358,Documentary,Romance,08-07-2024,12:33 PM,Wednesday,62,25259,52,07:53 PM,Tuesday,25-34,Female,Germany,2827,990,1385,4.3,Winter,Low,Similar Sci-Fi E,Online Ads,5623
359,Movie,Fantasy,8/24/2024,03:48 PM,Monday,184,97652,133,02:46 AM,Friday,35-44,Male,USA,1366,555,614,4.1,Fall,Medium,Similar Sci-Fi E,Online Ads,11092
360,Documentary,Thriller,09-05-2024,10:50 AM,Thursday,84,50528,35,04:15 AM,Saturday,35-44,Female,France,2384,823,457,3.4,Summer,High,Similar Doc C,Online Ads,407
361,Movie,Drama,07-07-2024,03:03 PM,Friday,180,29977,82,05:25 AM,Sunday,35-44,Male,UK,1450,1395,699,2.3,Summer,Medium,Similar Romance F,30% off,8565
362,Movie,Comedy,07-07-2024,06:46 AM,Tuesday,126,10080,62,02:28 PM,Friday,35-44,Female,Germany,34,1618,243,3,Winter,Medium,Similar Thriller H,Social Media,13635
363,Documentary,Nature,8/17/2024,06:20 AM,Wednesday,63,91486,54,02:44 AM,Saturday,45-54,Female,Canada,1314,1543,898,3,Fall,Medium,Similar History G,Social Media,17588
364,Series,Comedy,7/15/2024,11:24 PM,Thursday,902,89481,118,06:01 PM,Sunday,35-44,Male,Canada,2558,1999,1188,3,Fall,Low,Similar Action D,Email Campaign,15608
365,Movie,History,08-10-2024,03:17 PM,Sunday,121,74985,35,12:57 PM,Friday,45-54,Male,France,1946,502,708,3.6,Summer,Low,Similar Romance F,Print Media,8556
366,Series,Nature,08-06-2024,09:20 AM,Saturday,566,89320,134,08:28 AM,Saturday,45-54,Female,Italy,2753,708,557,2.8,Summer,Medium,Similar Romance F,Print Media,8002
367,Movie,Fantasy,08-04-2024,04:14 AM,Saturday,183,86587,58,02:29 AM,Saturday,25-34,Female,Australia,2827,737,1267,4,Winter,High,Similar History G,Print Media,19227
368,Movie,Sci-Fi,08-09-2024,08:15 PM,Monday,152,86971,57,02:44 AM,Sunday,45-54,Male,USA,698,1033,570,2.2,Spring,Low,Similar History G,Email Campaign,2426
369,Documentary,History,08-04-2024,11:23 AM,Friday,52,22457,27,10:02 AM,Tuesday,35-44,Male,France,2721,1109,490,3,Spring,High,Similar Action D,Email Campaign,3954
370,Movie,Romance,8/27/2024,08:38 PM,Sunday,97,15095,48,05:46 AM,Friday,45-54,Male,Canada,2823,41,904,1.9,Fall,High,Similar Sci-Fi E,Print Media,5995
371,Series,Nature,7/19/2024,10:19 AM,Thursday,207,33962,103,08:35 AM,Saturday,18-24,Male,Italy,694,1244,1257,1.3,Winter,Medium,Similar Series B,30% off,18194
372,Series,Comedy,07-02-2024,04:08 AM,Monday,369,46557,103,06:19 AM,Sunday,35-44,Female,Italy,1042,1721,499,2.4,Fall,Low,Similar Action D,30% off,571
373,Series,History,08-04-2024,07:44 AM,Sunday,853,42553,26,02:25 AM,Friday,18-24,Female,France,1950,413,1200,3.3,Summer,High,Similar Sci-Fi E,Online Ads,5549
374,Movie,Sci-Fi,8/30/2024,09:45 AM,Monday,136,5127,40,04:43 AM,Saturday,35-44,Female,Italy,1320,104,1275,2.9,Spring,High,Similar Sci-Fi E,30% off,10637
375,Series,Romance,7/30/2024,06:09 AM,Saturday,585,92544,85,05:30 PM,Saturday,35-44,Female,Canada,1123,1632,1498,1.1,Spring,Medium,Similar History G,Email Campaign,11381
376,Documentary,Drama,09-07-2024,10:12 PM,Saturday,88,33129,40,10:17 AM,Sunday,18-24,Male,France,336,1958,432,2,Fall,Medium,Similar Series B,TV Ads,1549
377,Documentary,Action,08-02-2024,09:53 AM,Wednesday,89,29095,45,01:48 PM,Tuesday,25-34,Male,France,1348,513,920,3,Spring,High,Similar Movie A,Online Ads,2550
378,Movie,Drama,8/22/2024,08:44 AM,Friday,148,15496,78,11:45 PM,Friday,45-54,Female,India,2432,1993,39,4.8,Summer,High,Similar Thriller H,Email Campaign,10104
379,Movie,Drama,09-11-2024,01:51 PM,Wednesday,121,29655,78,12:24 PM,Saturday,45-54,Male,Australia,2725,428,128,3.8,Winter,High,Similar Sci-Fi E,TV Ads,4239
380,Series,Thriller,8/19/2024,04:08 PM,Monday,1201,78262,28,07:36 AM,Sunday,45-54,Female,India,2602,861,165,2.2,Spring,High,Similar Doc C,Online Ads,18209
381,Movie,Action,8/22/2024,02:48 PM,Saturday,197,67714,131,11:59 AM,Friday,35-44,Male,Canada,74,971,1232,2,Winter,Medium,Similar Sci-Fi E,30% off,1926
382,Series,Romance,07-02-2024,11:21 PM,Monday,594,36960,94,03:34 PM,Saturday,35-44,Female,Australia,343,871,154,4.4,Summer,High,Similar Thriller H,Email Campaign,12093
383,Series,Sci-Fi,8/26/2024,10:59 PM,Wednesday,215,33341,84,11:49 AM,Sunday,45-54,Male,USA,733,1349,463,3.6,Winter,Low,Similar Movie A,Online Ads,14202
384,Series,Comedy,8/29/2024,06:20 AM,Sunday,1154,67661,41,08:16 AM,Friday,35-44,Female,USA,899,1105,567,2.6,Summer,High,Similar Action D,30% off,5639
385,Movie,Thriller,8/16/2024,06:54 PM,Monday,198,92886,52,10:30 AM,Saturday,35-44,Male,Canada,1662,1989,257,4.7,Fall,Medium,Similar Doc C,Email Campaign,3347
386,Documentary,Sci-Fi,9/13/2024,04:53 PM,Wednesday,81,39223,39,12:19 AM,Saturday,25-34,Female,France,1675,1589,900,3,Spring,Low,Similar Series B,30% off,8002
387,Series,Action,7/15/2024,01:16 PM,Saturday,1019,5074,85,09:56 AM,Sunday,45-54,Male,India,649,271,1212,1.2,Summer,Medium,Similar Thriller H,TV Ads,708
388,Series,Action,8/26/2024,05:35 PM,Wednesday,808,61318,47,02:35 PM,Tuesday,25-34,Female,USA,2966,1320,257,1,Spring,High,Similar Romance F,Print Media,18859
389,Documentary,Drama,7/21/2024,12:54 AM,Wednesday,71,88514,32,12:07 AM,Friday,45-54,Female,Germany,2476,1968,1073,3,Winter,Medium,Similar Thriller H,Social Media,13427
390,Movie,Fantasy,07-11-2024,12:12 PM,Saturday,90,67700,50,11:23 AM,Saturday,25-34,Male,Italy,1965,466,1061,1,Fall,Medium,Similar Series B,Online Ads,13220
391,Documentary,Sci-Fi,8/25/2024,11:40 AM,Thursday,119,47615,78,02:16 AM,Sunday,25-34,Female,Australia,2960,1072,968,1.8,Spring,High,Similar Movie A,Social Media,12621
392,Series,Thriller,09-01-2024,03:24 PM,Tuesday,1086,80043,33,10:44 PM,Friday,45-54,Female,India,1118,1839,407,3.3,Spring,High,Similar Movie A,Social Media,13123
393,Series,Thriller,7/15/2024,12:54 PM,Saturday,837,46758,79,03:45 PM,Saturday,35-44,Female,Australia,68,679,1087,3.9,Fall,Low,Similar Action D,TV Ads,3224
394,Movie,Thriller,8/18/2024,05:18 PM,Friday,90,7413,32,09:39 PM,Saturday,35-44,Male,Italy,2669,1478,1414,1.5,Spring,Medium,Similar Action D,Social Media,18364
395,Series,Nature,09-04-2024,12:05 PM,Friday,818,11120,88,08:58 PM,Sunday,18-24,Female,USA,837,1233,280,3,Summer,Medium,Similar Doc C,Print Media,2333
396,Documentary,Romance,08-11-2024,06:10 AM,Sunday,58,97394,43,07:09 AM,Tuesday,18-24,Female,Germany,1771,449,1023,4.5,Summer,High,Similar History G,Online Ads,16628
397,Movie,History,8/26/2024,06:27 PM,Monday,123,91608,51,06:51 PM,Friday,18-24,Female,India,2435,1277,840,2.5,Winter,Low,Similar Thriller H,Online Ads,18218
398,Series,History,08-12-2024,05:07 PM,Monday,307,17619,66,02:19 AM,Saturday,18-24,Male,Germany,830,979,407,1,Winter,Medium,Similar Romance F,Email Campaign,3153
399,Series,Fantasy,09-05-2024,03:14 PM,Monday,429,89271,86,05:25 PM,Sunday,25-34,Male,USA,2458,906,732,3.1,Winter,Medium,Similar Movie A,TV Ads,17867
400,Documentary,History,7/28/2024,05:44 AM,Wednesday,74,10058,53,07:10 PM,Friday,35-44,Female,Canada,1469,1707,184,3.9,Winter,Medium,Similar Romance F,Email Campaign,19003
401,Documentary,Sci-Fi,8/23/2024,06:08 AM,Saturday,70,24538,44,01:15 AM,Saturday,18-24,Male,Germany,2580,711,1355,1,Winter,Low,Similar Sci-Fi E,30% off,2015
402,Series,Romance,08-02-2024,07:53 PM,Friday,872,16792,114,02:31 AM,Sunday,35-44,Male,France,2394,462,5,1,Fall,Low,Similar Thriller H,30% off,10557
403,Movie,Comedy,07-08-2024,03:42 PM,Sunday,157,90486,38,05:08 PM,Friday,25-34,Female,France,961,535,492,1.9,Fall,Medium,Similar Thriller H,Online Ads,12518
404,Movie,Comedy,07-08-2024,11:17 PM,Tuesday,118,28505,83,05:00 AM,Saturday,35-44,Male,Canada,2580,595,58,1.5,Fall,High,Similar Series B,Social Media,1772
405,Series,Romance,8/13/2024,03:49 AM,Saturday,615,8180,66,10:26 AM,Saturday,35-44,Female,Canada,1248,1933,1467,1.6,Fall,Medium,Similar Thriller H,30% off,14176
406,Series,Thriller,08-01-2024,01:52 PM,Wednesday,890,31880,53,08:20 AM,Sunday,18-24,Male,India,2928,270,922,4.5,Spring,Medium,Similar Doc C,TV Ads,2025
407,Movie,Comedy,8/29/2024,09:43 PM,Friday,185,62791,85,12:16 AM,Tuesday,35-44,Male,Australia,2198,57,309,2.9,Winter,Low,Similar Sci-Fi E,Print Media,17511
408,Series,Action,7/31/2024,06:36 PM,Wednesday,571,52424,99,10:33 AM,Friday,35-44,Female,France,843,1980,970,1,Summer,Low,Similar Sci-Fi E,Online Ads,5381
409,Series,Nature,8/17/2024,09:34 PM,Sunday,1142,14710,47,04:11 AM,Saturday,25-34,Female,USA,1107,761,1265,1.6,Summer,Low,Similar History G,Online Ads,19655
410,Movie,Nature,09-09-2024,08:36 AM,Sunday,120,86171,49,06:03 PM,Sunday,18-24,Female,Canada,1425,713,1315,3,Winter,Medium,Similar Series B,Print Media,18057
411,Series,History,08-09-2024,04:06 PM,Wednesday,544,79190,133,01:47 PM,Friday,35-44,Female,India,1859,57,1456,3.2,Fall,Medium,Similar Romance F,Social Media,15162
412,Movie,Fantasy,8/30/2024,09:09 PM,Sunday,181,47968,69,12:44 AM,Saturday,35-44,Male,UK,2996,626,127,2.9,Summer,High,Similar Sci-Fi E,Social Media,9694
413,Series,Fantasy,8/18/2024,02:06 AM,Sunday,638,24131,130,09:09 AM,Saturday,35-44,Female,Australia,2475,127,832,5,Winter,Medium,Similar Sci-Fi E,Social Media,5561
414,Series,Comedy,08-11-2024,08:00 PM,Sunday,167,29063,104,04:31 AM,Sunday,45-54,Male,Australia,1148,581,1472,4.9,Spring,High,Similar Action D,Email Campaign,791
415,Documentary,Sci-Fi,8/29/2024,01:12 AM,Thursday,85,42015,38,08:18 PM,Tuesday,25-34,Female,France,816,1770,499,1.3,Winter,High,Similar Movie A,Print Media,19740
416,Documentary,Thriller,07-04-2024,03:26 PM,Monday,45,38583,52,04:01 AM,Friday,25-34,Female,Canada,1223,1639,731,4.4,Winter,Low,Similar Action D,TV Ads,16599
417,Movie,History,7/30/2024,01:13 AM,Friday,137,87889,47,05:48 AM,Saturday,45-54,Male,USA,1036,336,481,2.2,Fall,Medium,Similar Thriller H,Online Ads,10414
418,Documentary,Sci-Fi,07-09-2024,12:05 PM,Tuesday,92,96996,30,10:23 PM,Sunday,18-24,Male,UK,823,634,322,4.4,Spring,Low,Similar Movie A,Print Media,19629
419,Series,Action,07-01-2024,02:22 AM,Thursday,250,70210,126,10:28 PM,Friday,18-24,Male,Canada,319,446,1038,2.1,Spring,High,Similar Doc C,30% off,3032
420,Movie,Comedy,07-09-2024,01:50 PM,Saturday,93,48255,44,10:36 PM,Saturday,35-44,Female,UK,2641,537,110,2.1,Spring,High,Similar Series B,Online Ads,1322
421,Documentary,Comedy,8/26/2024,01:04 PM,Tuesday,119,27832,61,10:38 AM,Sunday,25-34,Female,UK,1598,164,1212,4.1,Spring,High,Similar Doc C,Social Media,14035
422,Movie,Action,7/14/2024,02:07 PM,Friday,155,96876,42,08:51 PM,Friday,25-34,Male,UK,968,1978,1109,3.9,Summer,High,Similar Movie A,Online Ads,7257
423,Movie,Comedy,7/29/2024,01:33 PM,Monday,111,69084,27,03:43 AM,Saturday,18-24,Female,UK,2704,1368,1379,1,Winter,Low,Similar Movie A,Print Media,4831
424,Movie,Thriller,08-02-2024,08:55 AM,Wednesday,99,93183,77,11:22 AM,Saturday,18-24,Male,Italy,2348,857,1430,1.2,Summer,High,Similar Thriller H,TV Ads,11884
425,Documentary,Fantasy,8/24/2024,12:17 AM,Sunday,48,38783,30,12:48 PM,Sunday,45-54,Male,Canada,1983,1125,294,2.8,Spring,Medium,Similar Action D,Print Media,9147
426,Series,Thriller,8/21/2024,04:23 AM,Thursday,640,89027,105,03:29 PM,Tuesday,18-24,Male,Australia,1221,446,1428,1.1,Summer,Medium,Similar Series B,Social Media,9575
427,Movie,Sci-Fi,07-08-2024,05:03 AM,Sunday,190,70107,100,05:17 AM,Friday,35-44,Male,Italy,683,1359,606,4.7,Spring,Low,Similar Thriller H,Print Media,12119
428,Documentary,History,08-10-2024,11:43 PM,Wednesday,70,38011,53,11:57 PM,Saturday,18-24,Male,France,882,1144,1246,2.2,Winter,Low,Similar Movie A,Email Campaign,10152
429,Movie,Action,07-02-2024,08:04 PM,Friday,163,25408,111,01:09 AM,Sunday,45-54,Female,Germany,559,1393,537,5,Spring,Low,Similar Sci-Fi E,Social Media,14680
430,Documentary,Fantasy,7/19/2024,08:24 PM,Wednesday,85,6629,47,06:45 PM,Friday,25-34,Female,UK,839,484,1261,3.1,Winter,Medium,Similar Movie A,Email Campaign,13663
431,Documentary,History,07-10-2024,02:04 AM,Monday,69,6559,53,03:49 AM,Saturday,18-24,Female,France,1188,566,1343,2.1,Summer,High,Similar Sci-Fi E,30% off,11365
432,Series,Action,08-12-2024,12:16 PM,Sunday,603,72130,57,12:08 PM,Saturday,18-24,Male,Germany,1996,149,1354,3,Summer,Low,Similar Doc C,Email Campaign,17958
433,Documentary,Drama,09-10-2024,03:57 PM,Friday,110,33439,80,12:27 AM,Sunday,18-24,Female,India,2872,971,257,1,Spring,Medium,Similar Doc C,Social Media,4674
434,Movie,Comedy,8/31/2024,04:31 AM,Monday,176,12849,111,04:56 AM,Tuesday,45-54,Male,India,1179,1451,1364,4.5,Spring,Medium,Similar Action D,TV Ads,10832
435,Series,Action,7/20/2024,05:57 AM,Saturday,590,68694,25,08:00 AM,Friday,18-24,Female,UK,91,1260,42,1.2,Summer,Low,Similar Thriller H,Print Media,8790
436,Series,Sci-Fi,8/21/2024,02:24 PM,Wednesday,797,15041,39,10:43 AM,Saturday,18-24,Female,Germany,1284,1061,846,3.3,Spring,Medium,Similar Action D,Online Ads,16448
437,Series,Action,8/19/2024,10:23 AM,Wednesday,269,64283,111,05:37 PM,Sunday,35-44,Female,UK,2229,801,1165,2,Summer,Low,Similar History G,30% off,6503
438,Series,Romance,09-09-2024,05:21 PM,Saturday,1020,49876,51,05:43 AM,Friday,18-24,Male,Italy,641,172,299,2,Fall,Medium,Similar Movie A,Email Campaign,7225
439,Movie,Action,07-09-2024,03:40 PM,Wednesday,142,78164,31,01:16 PM,Saturday,18-24,Male,Italy,2773,168,1381,3.6,Spring,Medium,Similar History G,30% off,6227
440,Documentary,Romance,09-03-2024,11:45 PM,Friday,58,43378,30,08:42 AM,Sunday,25-34,Female,India,419,1137,1498,2,Winter,High,Similar History G,Email Campaign,14969
441,Movie,Action,07-04-2024,11:38 AM,Saturday,90,99427,43,04:42 PM,Friday,25-34,Male,India,337,204,1422,2.9,Winter,Medium,Similar Action D,30% off,8317
442,Series,Fantasy,07-12-2024,10:01 AM,Wednesday,819,60164,78,03:31 AM,Saturday,45-54,Female,UK,1584,1524,1234,1,Fall,Medium,Similar Movie A,Email Campaign,6929
